too much small amount | Restaurant: Mahi's Kitchen | Cuisine: Curry | City: Dhaka
ami akta roll burger ar chicken strips order korsilam menu te chicken stripe pcs lekha ase but amar order e only one piece deya hoise ami long time food panda theke food order kori amon kokhonoi | Restaurant: Just Juicy | Cuisine: Snacks | City: Dhaka
i didn t receive mexican rice with it and no proper salad and creamy vegetables it was all just fried and saut ed and dry | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
smell unusual chicken burnt rise not good  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
ordered something else and got something else | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
picture diye rakhse ektar othocho dilo arekta normal pasta jodi dite hoitoh tahole shetar pic dilei partoh fettuccine pasta er pic diye onno kichu send korar mane ki  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
not so good | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
pasta was over cooked chicken amount was very little | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
i never saw pasta was that much oil that feels like i order some chicken curry it s really not good | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
tasty perfect amount for a single person and well presented  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
ato baje test pastar porai faltu kew niyen na | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
ordered at pm got it at pm do they want to increase your hunger and make the food tasy psychologically there are other reviews about this restaurant being late so frustrating  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
this was very bad  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
it was a without cheese pasta  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
didn t get my order i ordered i got  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
food quantity was pretty less didn t even provide spoon  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
service is very slow | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
fish platter was so bad i couldnt not belive prawn can taste this bad until i had ot from munch n crunch not recommended | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
it was okay i didn t get the fried rice and salad with my whole fish order and didn t get my mexican rice and salad with my crab order  | Restaurant: Munch N Crunch | Cuisine: Turkish | City: Dhaka
best fried chicken ever  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
akta khabar deya hoisilo akta khabar den nai | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
very good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
chiken ball er tast siddo rice er moto | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
nuggets are really bad now | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
cp was really good before what happened to their chicken lollipop  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
 got diarrhea after eating their chicken too much spicy | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
it was good only late | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
not bad at all | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
poor quality food | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
the meat was not cooked properly sad  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
chicken should be given a little fresher | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
 nice | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
it was cold | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
nuggets wasn t good chicken fry was good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
the behavior of the delivery man was the worst  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
 good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
need more fast delivery  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
casual very poor quality chef very hard and oily coating of fried chicken made it off quality cp product chicken lolli re also very oily and may be double fried overall not good avoid the store  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
food panda money rate is more than that of the store if you buy physically which is very sad | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
taste of fried chicken should be increased took too much time to deliver  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
disappointing and disgusting  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
chicken fry is not up to the mark | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
fried chicken taste should be increased  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
good | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
very very very poor very bad experience  | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
very bad | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
why is gendiri juice so black don t expect spicy chicken wings but i will never order spicy chicken again the size of the fried chicken was big but the dough was tough the rest were fine | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
the food was cold and the chicken was smelly would not recommend | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
as usual | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
crispy chicken ta crispy ta hard chilo aro aktu develop krty hbe | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
chicken was smelling bad | Restaurant: Five Star | Cuisine: Chicken | City: Dhaka
amazing taste and flavor | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
burger is best but rice stha sauce na ki dise vlo hoi niii oyta stha crispy dila aro better hoto | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
very very bad pasta please don t buy it the price is high but the food is not fun batpari closed the business  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
literally the quality is very good goto bochor jabot order diye kheye ashtesi bt idaning vaiyara quantity komiye diyechen little dissatisfied so quality as always good and tasty plz quantity agr mtocha | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
khub khub baje khabar | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
roti of the shwarmas was not well cooked | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
the item i got was nothing like the one i was delivered i am very disappointed  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
satisfied | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
not good | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
very very very bad really it was very unprofessional untesty and unhealthy food  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
average | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
sharma ta beshi vlo na pasta thik ase | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
coming late and it would have been better if it was a little sooner the leftover food is always brought from here  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
whitesasuse pasta was the worst ever  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
very bad pasta filled with milk ata white pasta made it gooey | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
 their white pasta is so bad no chicken in chicken shawrma i am not satisfied with their food | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
too bad don t have any flavor | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
the chicken pasta doesn t have chicken just pieces or barely any pieces the amount of pasta is alright  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
that chicken patty from their crispy chicken burger was too stiff that my teeth hurt and there was nothing except onion and a small amount of tomato disappointed please improve the taste  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
great  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
ajker pasta ta valo chilo na | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
motamoti | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
chicken was so bad  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
good food | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
how is that called fried chicken  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
vai amr tk pura jole gese | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
worst pasta ever | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
goood | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
loss project | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
 very bad experience | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
the bbq pasta was the best | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
very poor food quality joghonno khaoar moto na  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
white sauce pasta was sooo bad i couldn t even eat | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
the pasta was not good at all the quality of the food was very poor food quality is very poor compared to the price | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
good | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
worst test | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
onk baje white sauce pasta | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
there was no chicken in chicken pasta  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
food item average | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
the quality is very low its just a canteen pizza not worth of money | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
delivered wrong order | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
good | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
it s so good | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
its sooo good  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
food was good | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
not good food test is  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
the quality of food is not as before the food was not hot roger had mashed onions and chicken as before carrot cabbage did not have the combination did not like the pizza would have been more fun if it was hot  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
very bed experience very low quality worse taste next time will not order  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
 khabar gulaetooo moja chilo ki bolbo | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
food is very good but the fried rice is always hard rice needs to be more boiled  | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
food was not good | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
food was not good | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
i never ate this much disgusting pasta its not worthy to give star | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
the pasta wasn t tasty | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
ordered pasta chicken cheese white chicken chicken pasta with mushroom all three were bad very bad dont order from here | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
shawrma te chicken er poriman khub e kom chilo shosha r gajor diye vora taste o valo na | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
if you are hungry and you feel like having some burger with medium quality some fried rice for hunger then order you will fill yer belly and meet your price range but no chowmen that ones bad match | Restaurant: Mr. Pasta | Cuisine: Italian | City: Dhaka
